name,degrees,description,speciality,qualification,vinmec_site,price_local,price_foreigner
Trần Văn Trọng,Bác sĩ chuyên khoa II,"BSCKII Trần Văn Trọng có nhiều năm kinh nghiệm trong Phẫu thuật nhi và Phẫu thuật tạo hình - Thẩm mỹ. Ông từng là bác sĩ điều trị tại Bệnh viện Đa khoa Đà Nẵng, Bệnh viện Nhi Trung Ương Hà Nội và giữ chức Trưởng khoa Ngoại - Bệnh viện Phụ sản - Nhi Đà Nẵng (2011 - 2017).
BSCKII Trần Văn Trọng tham gia các khóa đào tạo như Phẫu thuật nội soi nhi; Phẫu thuật nội soi lồng ngực và ổ bụng nhi nâng cao - Bệnh viện Nhi Trung Ương; Phẫu thuật tạo hình - thẩm mỹ tại Đại học Y Hà Nội; Hỗ trợ phẫu thuật cấp cứu nhi - VEF - PAS Mỹ, sơ cấp cứu và điều trị bỏng...
Hiện nay, Bác sĩ chuyên khoa II Trần Văn Trọng đang là bác sĩ chuyên khoa Ngoại nhi, Phẫu thuật tạo hình - Thẩm mỹ tại khoa Ngoại tổng hợp - Bệnh viện Đa khoa Quốc tế Vinmec Đà Nẵng.","Thẩm mỹ, Ngoại nhi","2002: Tốt nghiệp Bác sĩ đa khoa - Đại học Y Dược Huế
Thạc sĩ Ngoại lồng ngực, đã học sâu về chuyên ngành Ngoại nhi tại Bệnh viện Nhi Trung Ương - Hà Nội
Bác sĩ Chuyên khoa II chuyên ngành Ngoại
Các khóa đào tạo cơ bản và nâng cao về: Phẫu thuật nội soi nhi, Phẫu thuật nội soi lồng ngực và ổ bụng nhi nâng cao - Bệnh viện Nhi Trung Ương; Phẫu thuật tạo hình - Thẩm mỹ tại Đại học Y Hà Nội; Phẫu thuật tạo hình - Thẩm mỹ điều trị dị tật bàn tay trẻ em - Bệnh viện Trung Ương Huế; Phẫu thuật tạo hình - Thẩm mỹ vú và mạch bạch huyết; Hỗ trợ phẫu thuật cấp cứu nhi - VEF - PAS Mỹ, sơ cấp cứu và điều trị bỏng...",Bệnh viện ĐKQT Vinmec Đà Nẵng,150000,690000
Võ Thiện Ngôn,"Thạc sĩ, Bác sĩ chuyên khoa II","Bác sĩ Võ Thiên Ngôn là một chuyên gia giàu kinh nghiệm trong lĩnh vực Ngoại tiết niệu và Nam học, với hơn 7 năm công tác tại các bệnh viện uy tín hàng đầu tại Việt Nam. Bác sĩ đã tốt nghiệp Bác sĩ Nội trú Ngoại – Tổng quát – Niệu – Nam khoa – Vật lý trị liệu và Phục hồi chức năng tại Bệnh viện Trung ương Huế và Đại học Y Dược Huế, đồng thời hoàn thành Thạc sĩ Ngoại khoa với thành tích xuất sắc.
Trong quá trình đào tạo, bác sĩ cũng đã tham gia nhiều khóa chuyên sâu về Nam học, phẫu thuật nội soi, điều trị ung thư tiết niệu tại các trung tâm y khoa lớn như Bệnh viện Việt Đức, Đại học Y Hà Nội và Đại học Y Dược Huế, được hướng dẫn trực tiếp bởi các giáo sư châu Âu. Bên cạnh đó, bác sĩ cũng hoàn tất các khóa chuyên sâu về Vật lý trị liệu và phục hồi chức năng, giúp nâng cao hiệu quả điều trị sau phẫu thuật cho bệnh nhân.
Trước khi về Vinmec Đà Nẵng, bác sĩ từng công tác tại Bệnh viện Trung ương Huế, Bệnh viện Đại học Y Dược Huế, phụ trách đơn nguyên Ngoại tiết niệu tại Bệnh viện Đa khoa Tâm Trí Đà Nẵng và giảng dạy thỉnh giảng tại Khoa Y Dược – Đại học Duy Tân và Khoa Y Dược – Đại học Đà Nẵng.",Ngoại Thận - Tiết niệu,"2014: Tốt nghiệp Bác sĩ nội trú Ngoại tiết niệu và Thạc sĩ Ngoại khoa với bằng Giỏi


2017: Hoàn thành khóa chuyên sâu về Nam học tại Bệnh viện Việt Đức


2018: Hoàn thành khóa chuyên sâu về Nam học tại Đại học Y Hà Nội do các giáo sư châu Âu giảng dạy


Hoàn thành các khóa huấn luyện về phẫu thuật nội soi và điều trị ung thư tại Đại học Y Dược Huế và Bệnh viện Trung Ương Huế


2014: Hoàn thành khóa học chuyên sâu Vật lý trị liệu, phục hồi chức năng tại Đại học Y Dược Huế


Đào tạo liên tục tại các Bệnh viện Việt Đức, Bệnh viện Trung Ương Huế, Bệnh viện Đại học Y Dược Huế, Bệnh viện Bình Dân (TP HCM), Đại học Y Hà Nội",Bệnh viện ĐKQT Vinmec Đà Nẵng,150000,690000
Đỗ Văn Hiếu,,,,,Bệnh viện ĐKQT Vinmec Đà Nẵng,150000,690000
Võ Thị Thuỳ Trang,Bác sĩ chuyên khoa I,"BSCKI Võ Thị Thùy Trang đã có nhiều năm kinh nghiệm trong lĩnh vực Nội tiêu hóa. Bà đã được đào tạo về chuyên ngành nội tiêu hóa, gan mật tụy và nội soi tiêu hóa; liên tục cập nhật và được đào tạo nội soi nâng cao từ các giáo sư và các chuyên gia nội soi đến từ Thụy Sĩ và Nhật Bản; tham gia nhiều hội nghị tiêu hóa, nội soi trong nước và quốc tế.
Hiện tại, BSCKI Võ Thị Thùy Trang đang giữ chức vụ là bác sĩ Nội soi tiêu hóa tại khoa Khám bệnh & Nội khoa - Bệnh viện Đa khoa Quốc tế Vinmec Đà Nẵng.",Nội Tiêu hoá - Nội soi,"1988 - 1994: Tốt nghiêp Đại Học Y khoa Huế hệ chính quy
2007 - 2009: Học chuyên khoa cấp I tại trường Đại học Y Dược Huế
Được đào tạo về Nội soi tiêu hóa chẩn đoán tại Bệnh viện Trung Ương Huế
Đào tạo Nội soi tiêu hóa nâng cao và can thiệp tại Trung tâm Nội soi - Bệnh viện trường Đại học Y Dược Huế với chuyên gia Nội soi tiêu hóa đến từ Nhật Bản
2009 - đến nay: Hàng năm được cập nhật và đào tạo nâng cao về Nội soi can thiệp từ các giáo sư và các chuyên gia Nội soi đến từ Thụy Sĩ
Tham gia nhiều Hội nghị Nội soi và Hội nghị Tiêu hóa trong và ngoài nước
Được đào tạo về siêu âm bụng tổng quát, nội soi siêu âm cơ bản",Bệnh viện ĐKQT Vinmec Đà Nẵng,150000,690000
Lê Thị Bảo Ngọc,Thạc sĩ,"Thạc sĩ, Bác sĩ Lê Thị Bảo Ngọc với nhiều năm kinh nghiệm trong lĩnh vực Tiêu hóa. Bác sĩ tốt nghiệp Đại học Y Dược Huế, sau đó hoàn thành chương trình đào tạo thạc sĩ Nội khoa tại trường Đại học Y Dược Huế.
Trong quá trình công tác, bác sĩ đã làm việc tại nhiều cơ sở y tế lớn, trực tiếp thực hiện các ca nội soi tiêu hóa, chẩn đoán và điều trị các bệnh lý về tiêu hóa như viêm loét dạ dày-tá tràng, viêm đại tràng, rối loạn tiêu hóa, gan mật và các vấn đề về đường tiêu hóa khác.
Hiện nay, bác sĩ đang công tác tại Khoa Khám bệnh & Nội khoa, Bệnh viện Đa khoa Quốc tế Vinmec Đà Nẵng, chuyên thực hiện nội soi tiêu hóa và cung cấp các dịch vụ điều trị tiêu hóa chuyên sâu cho người bệnh.",Nội Tiêu hoá - Nội soi,"2005 - 2011: Bác sĩ đa khoa tại trường ĐH Y Dược Huế
2013 - 2015: Học thạc sỹ chuyên ngành Nội khoa tại trường Đại học Y Dược Huế
Được đào tạo Nội soi tiêu hóa cơ bản và nâng cao tại Trung tâm Nội soi trường Đại học Y Dược Huế và Trung tâm Nội soi, Bệnh viện Chợ Rẫy",Bệnh viện ĐKQT Vinmec Đà Nẵng,150000,690000
Phạm Văn Hùng,Thạc sĩ,"ThS.BS Phạm Văn Hùng có nhiều năm kinh nghiệm trong lĩnh vực Nội khoa và Tim mạch, đặc biệt là can thiệp tim mạch. Ông từng giữ nhiều vị trí quan trọng tại Bệnh viện II Lâm Đồng và Bệnh viện Đa khoa Đà Nẵng như Phó Trưởng khoa Tim mạch và Trưởng Đơn vị Can thiệp Tim mạch.
Với chuyên môn sâu rộng, bác sĩ Hùng tham gia điều trị các bệnh lý tim mạch phức tạp như bệnh động mạch vành, suy tim, bệnh van tim, rối loạn nhịp, tim bẩm sinh, bệnh lý mạch ngoại biên, tăng huyết áp và hội chứng chuyển hóa.","Tim mạch, Nội tổng quát","1983 - 1989: Học tại trường Đại học Y khoa Huế
1997 - 2000: Học Cao học Nội khoa tại trường Đại Học Y Hà Nội
2/2002 - 8/2002: Học Tim mạch can thiệp tại Viện Tim mạch Quốc gia, Bệnh viện Bạch Mai, Hà Nội
8/2002 - 3/2003: Tu nghiệp sau đại học chuyên ngành Nội tim mạch tại Đại học Y khoa Kansai, Osaka, Nhật Bản",Bệnh viện ĐKQT Vinmec Đà Nẵng,150000,690000
Đoàn Thành Nhân,Tiến sĩ,"TS.BS. Đoàn Thành Nhân là bác sĩ chuyên ngành Phục hồi chức năng tại Khoa Ngoại Tổng hợp, Bệnh viện Đa khoa Vinmec Đà Nẵng.
Với kinh nghiệm điều trị các bệnh lý cơ, xương, khớp, thần kinh, tai biến mạch máu não, lão khoa, sàn chậu, cũng như các rối loạn phát triển thần kinh và rối loạn phổ tự kỷ.
Ông tốt nghiệp Bác sĩ Y đa khoa và Chuyên khoa Phục hồi chức năng tại Đại học Y Dược Huế, sau đó nhận học bổng toàn phần Thạc sĩ và Tiến sĩ Y học Phục hồi chức năng tại Đại học Y khoa Trung Hoa, Đài Loan.
BS. Đoàn Thành Nhân từng làm việc tại Bệnh viện Đa khoa Khu vực Miền núi phía Bắc Quảng Nam và thực hành lâm sàng tại Khoa Vật lý Trị liệu – Phục hồi chức năng, Bệnh viện Đại học Y Khoa Trung Hoa.
Ông đã đạt Giải Ba cuộc thi Nghiên cứu sinh ưu tú (2021), Giải Nhì poster tại Hiệp hội Rối loạn Nuốt Đài Loan (2021), Giải thưởng Bài báo có chỉ số trích dẫn cao – Tạp chí Y học Lâm sàng (2024), với tổng số trích dẫn 117 và H-index 5 (tính đến tháng 11/2024).
BS. Đoàn Thành Nhân cũng tham gia trình bày tại nhiều hội nghị quốc tế và có các công bố quốc tế có bình duyệt trên các tạp chí uy tín như Toxins, Journal of Clinical Medicine, Life và American Journal of Speech-Language Pathology.","Phục hồi chức năng, Nội Cơ Xương Khớp","2018: Bác sĩ Y đa khoa, Trường Đại học Y Dược Huế
2019: Chuyên khoa Phục hồi chức năng, Trường Đại học Y Dược Huế.
2021: Thạc sĩ Vật lý trị liệu – Phục hồi chức năng, Trường Đại học Y khoa Trung Hoa, Đài Loan. Học bổng toàn phần của Trường Đại học Y khoa Trung Hoa, Đài Loan.
2024: Tiến sĩ Y học Phục hồi chức năng, Trường Đại học Y khoa Trung Hoa, Đài Loan. Học bổng toàn phần (Outstanding Scholarship Award) của Trường Đại học Y khoa Trung Hoa và Bộ Khoa học và Công nghệ Đài Loan.
Chứng chỉ:
2018: Chứng chỉ Điện trị liệu trong Phục hồi chức năng, Bệnh viện Chợ Rẫy
2018: Chứng chỉ Tập huấn cán bộ quản lý về Phục Hồi Chức Năng, Cục quản lý khám chữa bệnh, Bộ Y tế
2023: Chứng chỉ Phương pháp dạy học lâm sàng cho người giảng dạy thực hành trong đào tạo khối ngành Sức khỏe, Trường Đại học Quốc tế Hồng Bàng.
2023: Chứng chỉ Phương pháp sư phạm Y học, Trường Đại học Quốc tế Hồng Bàng.
2024: Chứng chỉ OMI in Cardiology, Open Medical Institute
2025: Chứng chỉ kỹ thuật tiêm nội khớp, tiêm mô sẹo và mô quanh gân, Trường Đại học Y dược Huế
2025: Chứng chỉ Nội soi khớp, Thay khớp và Phục hồi chức năng, Bệnh viện Trung Ương Huế phối hợp với Tổ chức Orthonations (Hoa Kỳ)
2025: Chứng chỉ Phục hồi chức năng sau phẫu thuật bàn tay, Bệnh viện Trung Ương Huế phối hợp với Bênh viện Sydney, Royal Northshore, St. Luke's (Úc) và Đại học Oxford, Vương quốc Anh.",Bệnh viện ĐKQT Vinmec Đà Nẵng,150000,690000
Nguyễn Thị Thanh Bình,"Thạc sĩ, Bác sĩ chuyên khoa I","ThS. BSCKI Nguyễn Thị Thanh Bình đã có nhiều năm kinh nghiệm trong lĩnh vực Phục hồi chức năng. Bà đã được tham gia nhiều khóa học đào tạo tại nước ngoài chuyên sâu về phục hồi chức năng cho người cao tuổi tại Nhật bản, phục hồi chức năng cho người sa sút trí tuệ và các bệnh lý tim mạch tại Israel, phục hồi chức năng dựa vào cộng đồng tại Thái Lan,… Ngoài ra, bà vinh dự được tham gia nhiều Hội nghị Khoa học quốc tế về Y học ở nước ngoài.
Hiện tại, ThS. BSCKI Nguyễn Thị Thanh Bình đang giữ chức vụ là bác sĩ Phục hồi chức năng tại khoa Ngoại tổng hợp - Bệnh viện Đa khoa Quốc tế Vinmec Đà Nẵng.",Phục hồi chức năng,"Tham gia nhiều Hội nghị Khoa học quốc tế về Y học tại các nước Đức, Thụy Điển, Áo, Đan Mạch, Nhật Bản, Trung Quốc, Singapore, Indonesia, Philippines, Thái Lan….


Đã được đào tạo chuyên sâu tại nước ngoài về lĩnh vực phục hồi chức năng cho người cao tuổi tai Nhật Bản, phục hồi chức năng cho người sa sút trí tuệ và các bệnh lý tim mạch tại Israel, phục hồi chức năng dựa vào cộng đồng tại Thái Lan…


Năm 2011: Khóa đào tạo sau đại học chuyên ngành Phục hồi chức năng tại Nhật Bản


Năm 2003: Khóa đào tạo sau đại học chuyên ngành Phục hồi chức năng tại Thái Lan


Năm 2001: Tốt nghiệp chương trình Thạc sỹ Y học tại trường Đại học Y Hà Nội, chuyên ngành Phục hồi chức năng


Năm 1997: Khoa đào tạo sau đại học chuyên ngành Phục hồi chức năng tại Israel


Năm 1996: Tốt nghiệp chương trình BSCK I tại trường Đại học Y Hà Nội, chuyên ngành Phục hồi chức năng


Năm 1981: Tốt nghiệp Bác sĩ Y khoa tại Đại học Y Huế",Bệnh viện ĐKQT Vinmec Đà Nẵng,150000,690000
Nguyễn Tấn Sang,Bác sĩ chuyên khoa I,"BS.CKI Nguyễn Tấn Sang là bác sĩ Y học cổ truyền với nhiều năm kinh nghiệm trong khám và điều trị.
Bác sĩ được đào tạo bài bản tại Đại học Y Dược TP.HCM, Đại học Y Dược Huế, Đại học Y Dược Thái Nguyên và Đại học Kỹ thuật Y Dược Đà Nẵng, có thế mạnh kết hợp Y học cổ truyền với phục hồi chức năng.
Trước khi công tác tại Bệnh viện Đa khoa Vinmec Nha Trang, bác sĩ đã làm việc tại nhiều cơ sở y tế lớn tại Quảng Nam và Đà Nẵng, tích lũy kinh nghiệm thực tiễn phong phú trong chăm sóc và nâng cao chất lượng sống cho người bệnh.",Y học cổ truyền,"2007 - 2013: Y học cổ truyền - Đại học Y dược TP HCM
2016 - 2018: Đào tạo sau đại học - Y học cổ truyền - Đại học Y dược Huế
2021-2023: Sau đại học chuyên ngành PHCN
2016 - 2017: Phục hồi chức năng - Đại học kỹ thuật Y dược Đà Nẵng",Bệnh viện ĐKQT Vinmec Đà Nẵng,150000,690000
Lê Hồ Việt An,,"BS Lê Hồ Việt An  đã có hơn 10 năm kinh nghiệm làm việc trong chuyên ngành Răng Hàm Mặt, bác sĩ An đặc biệt có nhiều kinh nghiệm trong nha khoa thẩm mỹ,nội nha, răng trẻ em,nha khoa tổng quát, cấy ghép Implant, chỉnh nha cơ bản. Hiện là Bác sĩ Răng Hàm Mặt tại khoa khám bệnh và nội khoa Bệnh viện Đa khoa Quốc tế Vinmec Đà Nẵng.",Răng - Hàm - Mặt,"Bác sĩ Răng Hàm Mặt tại khoa khám bệnh và nội khoa Bệnh viện Đa khoa Quốc tế Vinmec Đà Nẵng 
Đã làm việc tại bệnh viện trung ương Huế và bệnh viện Răng Hàm Mặt thành phố Đà Nẵng",Bệnh viện ĐKQT Vinmec Đà Nẵng,150000,690000
Lê Bá Gia Hưng,,,,,Bệnh viện ĐKQT Vinmec Đà Nẵng,150000,690000
Tạ Quốc Bản,"Thạc sĩ, Bác sĩ chuyên khoa II","ThS, BSCKII Tạ Quốc Bản là một bác sĩ chuyên ngành Sản phụ khoa với nhiều năm kinh nghiệm trong lĩnh vực chăm sóc sức khỏe phụ nữ, mang đến sự kết hợp giữa kiến thức chuyên sâu và thực tiễn lâm sàng. Ông từng giữ vị trí Phó Trưởng khoa Sản tại Bệnh viện Đại học Y Khoa trước khi, và là Thành viên của Hội Sản phụ khoa Việt Nam cũng như Hội Nội tiết – Sinh sản và Vô sinh TP. HCM (HOSREM).
Bác sĩ Bản từng đảm nhiệm cương vị Trưởng Khoa Sản phụ khoa tại Vinmec Phú Quốc. Hiện nay, ông làm việc tại Bệnh viện Đa khoa Quốc tế Vinmec Đà Nẵng trong vai trò bác sĩ Sản phụ khoa, tiếp tục giữ vững uy tín và chuyên môn trong khám, điều trị các bệnh lý sản phụ khoa.
Với kiến thức chuyên môn vững chắc, bác sĩ Tạ Quốc Bản cung cấp các dịch vụ như khám thai, quản lý thai nghén, siêu âm sản phụ khoa, phẫu thuật nội soi phụ khoa, cũng như tư vấn về hiếm muộn và các vấn đề nội tiết sinh sản. Ông đặc biệt chú trọng ứng dụng quy trình điều trị chuẩn, cập nhật kỹ thuật mới và tiếp nhận thực hành nâng cao để mang lại sự an toàn và hiệu quả cao nhất cho người bệnh.
Bác sĩ Bản nổi bật nhờ điểm đánh giá cao từ bệnh nhân — 4,9/5 điểm dựa trên hơn 229 đánh giá — phản ánh sự tin tưởng và cảm nhận tích cực về chuyên môn, phong thái và thái độ phục vụ của ông.
Với sự gắn bó lâu năm trong lĩnh vực sản phụ khoa, tinh thần tận tâm và khả năng tiếp cận các kỹ thuật tiên tiến, ThS, BSCKII Tạ Quốc Bản tiếp tục là một trong những bác sĩ sản phụ khoa uy tín trong hệ thống Vinmec, luôn đặt lợi ích và sức khỏe của người bệnh lên hàng đầu.",Sản phụ khoa,"2006: Tốt nghiệp Bác sĩ trường Đại học Y Dược - Đại học Thái Nguyên


2012: Tốt nghiệp Thạc sĩ chuyên ngành Sản phụ khoa tại trường Đại học Y Hà Nội

2024: Tốt nghiệp BSCK II chuyên ngành Sản phụ khoa tại trường Đại học Y Dược, Đại học Thái Nguyên

Đã đào tạo các chứng chỉ thực hành về sản - phụ khoa nâng cao, siêu âm, phẫu thuật nội soi, soi và đốt điện cổ tử cung, thụ tinh trong ống nghiệm... tại các bệnh viện lớn như: Bệnh viện Phụ sản TW, Bệnh viện Từ Dũ",Bệnh viện ĐKQT Vinmec Đà Nẵng,150000,690000
